Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
arranging,12,12,11
arbitrary,12,12,12
appoint,12,12,12
applauded,12,12,12
aplanirlacourbe,12,12,11
anticipate,12,12,12
ammo,12,12,12
alright,12,12,12
alibabagroup,12,12,11
alcindor,12,12,12
aiming,12,12,12
afterwards,12,12,12
advises,12,12,12
accordance,12,12,12
absurdity,12,12,12
absorb,12,12,12
919,12,12,12
8am,12,12,11
805,12,12,12
76,12,12,12
6ft,12,12,12
651,12,12,12
500b,12,12,12
45000,12,12,12
377,12,12,12
3657,12,12,12
322,12,12,12
2pm,12,11,11
274000,12,12,12
240000,12,12,12
21day,12,12,11
2019ncov,12,12,12
2011,12,12,12
2010,12,12,12
186,12,12,12
17b,12,12,12
15m,12,12,12
152,12,11,11
12pm,12,12,12
124,12,12,12
123,12,12,12
1144,12,12,12
108,12,12,12
07,12,12,12
03,12,12,12
➡️washyourhands,11,11,11
➡️disinfect,11,11,11
❌now,11,6,6
⁦jkenney⁩,11,11,11
yg,11,6,2
yegcc,11,11,11
xijinping,11,11,10
xenophobe,11,11,11
wwi,11,11,11
wut,11,11,11
wtpebrc,11,11,5
worshiper,11,11,11
willingness,11,11,11
wider,11,11,10
wicked,11,11,11
weighing,11,11,11
wegotthis,11,11,10
weed,11,8,8
weakest,11,11,11
wckitchen,11,10,9
waxed,11,11,11
warmington,11,11,11
walkout,11,11,11
voyageurs,11,11,11
vitally,11,11,11
violates,11,11,11
view…,11,11,3
viciously,11,11,11
vicinity,11,11,11
vi,11,10,10
veto,11,10,10
verify,11,11,11
vaughnhillyard,11,11,11
vanityfair,11,11,6
utiliser,11,11,10
untrue,11,11,11
unrest,11,11,11
unreal,11,11,11
unqualified,11,11,11
unleashes,11,11,11
uninformed,11,11,11
unhumanrights,11,11,10
ungrateful,11,11,11
underground,11,11,11
underestimated,11,11,11
uncanadian,11,11,11
turtle,11,10,10
trudy,11,9,8
trudeauworstpm,11,11,9
transferred,11,11,11
transat,11,11,11
torontoarea,11,11,11
tornado,11,11,11
tonedeaf,11,11,11
timer,11,11,11
thursdaymotivation,11,11,11
this—a,11,11,11
theresistance,11,11,11
theresaboyle,11,11,10
theagenda,11,11,8
terminal,11,11,11
tenemos,11,11,10
temple,11,9,9
televised,11,11,11
tedlieu,11,11,11
tdsb,11,11,10
tangible,11,11,11
sweep,11,11,11
surrender,11,11,11
suicidal,11,11,11
submarine,11,11,11
stroke,11,11,11
stressing,11,11,11
strang,11,11,10
stphnmaher,11,11,11
stewart,11,11,11
steveschmidtses,11,11,11
stevefda,11,11,11
sterilize,11,11,11
stephaniabecker,11,11,2
stepbystep,11,11,11
stayhomechallenge,11,11,11
stayathomechallenge,11,11,11
stadium,11,11,11
squat,11,11,11
squad,11,11,11
spur,11,11,11
spooking,11,11,11
sponsored,11,11,11
spew,11,11,11
sparing,11,11,11
solidaridad,11,11,9
sock,11,11,11
socializing,11,11,11
socialize,11,11,11
sniping,11,11,11
snack,11,11,11
smes,11,10,10
slope,11,11,11
slide,11,9,9
slave,11,11,11
slate,11,11,10
skyhigh,11,11,11
skipped,11,11,11
sickened,11,11,11
shorter,11,11,11
shaping,11,11,11
sewing,11,10,10
sequence,11,10,10
selfdestructing,11,11,11
screenshot,11,11,11
scottmorrisonmp,11,11,10
scolding,11,11,11
scholar,11,11,11
savelives,11,11,7
satisfy,11,11,11
sarahkendzior,11,11,9
sant,11,11,3
sang,11,11,11
sanctioned,11,11,9
salvation,11,11,11
salad,11,10,10
sakaltimes,11,11,1
sahilkapur,11,11,11
sabotage,11,11,11
réseau,11,10,10
russell,11,10,10
ruled,11,11,11
roypentland,11,11,2
rouhani,11,11,10
ronaldklain,11,11,11
ripping,11,11,11
rino,11,11,11
riaz,11,11,11
reusing,11,11,11
retweets,11,10,10
retreat,11,11,11
retiredcdnrjb,11,11,11
restructuring,11,11,11
respective,11,11,11
repost,11,11,11
repjimbanks,11,11,8
repatriated,11,11,11
remembers,11,11,11
remdesivir,11,11,11
releaseasharamjibapuonparole,11,11,2
relates,11,11,11
reinfected,11,11,11
reef,11,11,11
reduces,11,11,11
recycling,11,11,11
realsteve1234,11,11,2
reagan,11,11,11
raul,11,11,11
rationed,11,11,11
rassemblements,11,11,11
quota,11,11,11
quoi,11,11,11
pénurie,11,9,9
pursued,11,11,11
punishing,11,11,11
puck,11,11,10
publicity,11,11,10
psychosis,11,11,11
psychiatric,11,11,11
promotion,11,11,11
prohibiting,11,11,11
progression,11,11,11
profiteer,11,11,11
profitable,11,11,11
proches,11,11,11
proccp,11,11,10
prix,11,11,11
prioritiesusa,11,11,10
prez,11,11,11
preventative,11,11,11
prevarication,11,11,11
prensa,11,10,10
preclinical,11,11,11
preached,11,11,11
ppenow,11,11,11
powergrab,11,11,11
pouvoir,11,11,10
postmortem,11,11,11
pizzagate,11,11,10
pivoting,11,11,11
pit,11,10,10
ping,11,11,10
petulant,11,11,11
persisted,11,11,11
perpetually,11,11,11
perceived,11,9,9
penguin,11,11,11
patriotic,11,11,11
passport,11,11,11
partnering,11,11,11
parroted,11,11,11
pardon,11,11,10
papa,11,11,11
palestine,11,11,10
pad,11,11,11
oyo,11,10,8
overturn,11,11,11
overflow,11,11,11
outsourcing,11,11,11
outreach,11,11,11
optic,11,11,11
opp,11,11,11
operated,11,11,11
onion,11,10,10
onemonth,11,11,11
omarijhardy,11,11,11
oma,11,9,9
om,11,10,9
oliverdarcy,11,11,10
obtenir,11,10,10
obstruct,11,11,11
obstacle,11,11,11
nz,11,11,11
numb,11,11,11
nuke,11,11,11
nuestra,11,10,10
nsw,11,11,11
northeast,11,11,11
noncovid,11,11,11
niet,11,6,3
newshour,11,11,11
newsflash,11,11,11
neveragain,11,11,11
nc13,11,11,10
nausea,11,11,11
nanaimo,11,11,9
médecin,11,11,11
muskoka,11,10,9
murray,11,11,11
murdering,11,11,11
mourir,11,10,10
monumental,11,11,11
mollyjongfast,11,11,11
mlb,11,11,11
mlas,11,11,11
misreporting,11,10,10
misreport,11,11,11
mislead,11,11,11
misinformed,11,11,11
ministerial,11,11,10
miller,11,11,10
midland,11,11,11
michigan—not,11,11,11
michel,11,11,11
michaeldcrow,11,11,2
miamiherald,11,11,11
mhcc,11,11,11
mgmt,11,11,11
mg,11,9,7
mentor,11,11,11
meetup,11,11,11
medio,11,11,10
medbennett,11,11,2
mcnally,11,11,10
mcadams,11,10,10
marseille,11,11,10
marked,11,11,11
markcojuangco,11,11,2
maple,11,10,10
manos,11,11,11
mama,11,10,10
malpractice,11,11,11
malicious,11,11,11
malfeasance,11,11,11
maga🐑,11,11,8
m4a,11,11,6
ludicrous,11,11,11
ltc,11,11,11
loudly,11,11,10
loathe,11,11,11
limitation,11,11,11
likewise,11,11,11
likelihood,11,10,10
lightning,11,11,11
lien,11,11,10
libertarian,11,10,10
liberalismisamentaldisorder,11,11,8
lethbridge,11,11,10
leonardroxon,11,11,10
lengthy,11,11,11
laver,11,11,11
lassa,11,8,8
lament,11,11,11
laidoff,11,11,11
lagging,11,11,11
lachlan,11,11,9
ko,11,6,6
kellyanne,11,10,10
kayleighmcenany,11,11,11
já,11,10,9
justifying,11,9,9
junto,11,11,11
judicialwatch,11,11,10
josh,11,11,11
john2017abc,11,11,2
ji,11,11,10
jbw227,11,11,2
italianamerican,11,11,11
interviewed,11,11,11
interiorhealth,11,11,9
intellectually,11,11,11
inspection,11,10,10
input,11,11,11
infectées,11,11,10
inexplicably,11,11,11
inclusion,11,11,11
inbound,11,10,9
inaccurately,11,11,11
inaccessible,11,11,11
immunologist,11,11,11
imaging,11,11,11
iii,11,8,8
icirdi,11,11,5
hôpital,11,11,11
hydroxy,11,11,11
hvacperformance,11,11,2
hostile,11,11,10
horrified,11,10,10
horribly,11,10,10
hoo,11,11,11
homme,11,11,11
homework,11,11,11
hiking,11,11,11
heure,11,11,11
helenbranswell,11,11,10
heightened,11,11,10
hearty,11,11,11
hcw,11,11,11
hcid,11,11,7
hc,11,10,10
hawk,11,10,10
handbook,11,11,11
haiti,11,11,10
hacking,11,10,9
guided,11,11,11
guicanz,11,10,9
guerra,11,8,8
grippe,11,10,8
grandes,11,10,10
graf,11,11,11
gradual,11,11,11
gracias,11,11,10
goto,11,11,11
godless,11,11,11
globalnewsto,11,11,9
glennedrover,11,11,2
glenn,11,10,10
gin,11,11,11
gillibrand,11,11,11
gc,11,11,9
gauze,11,11,11
gauge,11,11,11
fédéral,11,11,11
fury,11,11,11
fullon,11,11,11
fridge,11,11,10
frente,11,11,11
freedman,11,10,9
franklin,11,9,9
forth,11,11,11
formally,11,11,11
forgetting,11,11,11
footing,11,11,11
fold,11,11,11
fm,11,11,11
fluid,11,11,11
fled,11,11,11
fitting,11,11,11
finest,11,11,11
fh,11,8,8
fend,11,11,11
feedback,11,11,11
favipiravir,11,9,9
fatherinlaw,11,10,10
fairy,11,10,10
extraction,11,11,11
expo,11,10,10
exercising,11,11,10
evolution,11,10,10
eve,11,11,11
estce,11,10,10
escort,11,11,11
erictrump,11,11,11
epoch,11,11,5
entreprise,11,10,10
entity,11,11,11
enrolled,11,9,9
endtb,11,11,9
endorse,11,11,11
emphasize,11,11,11
emily,11,11,11
electric,11,11,11
edyong209,11,11,11
edited,11,11,11
dumptrump2020,11,11,6
drowning,11,10,10
driveway,11,11,11
dressed,11,11,11
drdenagrayson,11,11,11
dougieg,11,11,2
dougford,11,11,10
dodge,11,11,11
documentary,11,11,11
dnr,11,11,11
dj,11,11,11
distinction,11,11,11
dissonance,11,11,11
discourage,11,11,11
disbanded,11,11,11
disappears,11,11,11
dioxide,11,11,11
dios,11,9,7
dimanche,11,10,10
diary,11,10,10
dey,11,8,8
devant,11,11,11
destroys,11,11,11
desperation,11,11,11
deserving,11,11,11
demonstration,11,7,7
demonstrating,11,11,11
demon,11,11,11
delta,11,11,11
delegation,11,11,11
defiance,11,11,11
defenseproductionact,11,11,11
default,11,11,11
deepened,11,11,11
deed,11,11,11
deblasio,11,11,11
davidlametti,11,11,10
dave,11,11,11
curbside,11,11,11
culpability,11,11,11
crumbled,11,11,11
crude,11,11,11
creator,11,11,11
craven,11,11,11
cozy,11,11,11
coworker,11,11,11
covid45,11,7,3
covid19nigeria,11,11,8
covid19lagos,11,11,7
coupled,11,11,10
corrupted,11,11,11
correlation,11,11,11
continuer,11,11,11
contemplating,11,11,11
conte,11,10,10
conservatism,11,11,11
conseil,11,11,11
condemning,11,11,11
concealed,11,11,11
compromise,11,11,11
complacent,11,11,11
combo,11,11,11
cohort,11,10,10
cndpoli,11,11,11
clyburn,11,11,11
clarifying,11,11,11
cityowned,11,11,11
cityofto,11,11,11
chronicle,11,11,11
christopher,11,11,11
choix,11,8,8
chinaembottawa,11,11,8
cheo,11,10,10
cheknews,11,11,7
charlie,11,11,11
champ,11,8,8
cemetery,11,9,9
cbp,11,11,11
causa,11,11,9
catastrophically,11,11,11
caso,11,11,8
cases—the,11,11,11
caroline,11,11,11
carlos,11,11,10
caribbean,11,11,11
calmly,11,11,11
cafeteria,11,11,11
cadet,11,11,11
buzzing,11,11,11
burying,11,11,11
bull,11,11,11
brussels,11,11,11
broker,11,11,11
bribe,11,11,11
brewery,11,11,11
brazen,11,11,11
bracelet,11,10,10
boozeandbotoxpelosi,11,11,10
boarder,11,9,9
blunder,11,10,10
blinded,11,11,11
blackmailing,11,11,11
billion—hourly,11,11,11
bicycle,11,10,9
begs,11,10,10
bee,11,10,10
beacon,11,11,11
bcgovnews,11,11,11
barbarajdurkin,11,11,2
bapu,11,11,3
backstop,11,11,11
backdated,11,11,11
aún,11,11,10
audacity,11,11,11
atender,11,11,8
asymptotic,11,11,11
assent,11,11,11
assembled,11,10,10
arewethatstupi1,11,11,2
appointee,11,10,10
applause,11,11,10
applauding,11,11,11
appealing,11,11,11
antichoice,11,10,10
antiasian,11,11,10
ano,11,8,7
annoying,11,11,11
andrewlawton,11,11,11
américain,11,9,9
amyklobuchar,11,11,11
amged,11,11,11
amazed,11,11,11
alleges,11,11,11
allegation,11,11,11
albertstienstra,11,11,2
albany,11,10,10
aisle,11,10,10
aish,11,11,10
aiding,11,11,11
aho,11,11,10
aftermath,11,11,11
advertise,11,11,11
adversity,11,11,11
advancing,11,11,11
adoption,11,10,10
acquire,11,11,11
absent,11,11,11
abiding,11,11,11
abba,11,9,6
99yearold,11,11,11
993,11,11,11
884,11,11,11
7500,11,11,9
690,11,11,11
60mins,11,10,10
530,11,11,11
42663,11,11,11
42000,11,11,11
3dprinted,11,11,11
345,11,10,9
340,11,11,11
3369,11,11,11
324,11,11,11
32000,11,11,11
280,11,11,11
2700,11,11,11
201920,11,8,8
1pm,11,11,11
1966,11,11,11
144,11,11,11
12m,11,11,11
12222019,11,11,11
1148,11,6,6
112,11,11,10
103,11,11,11
100m,11,11,11
➡️1,10,8,7
✔️keep,10,4,4
⚠️why,10,2,2
—mar,10,5,5
équipe,10,9,8
également,10,10,10
ºc,10,5,5
zip,10,9,9
zeal,10,10,10
yunan,10,10,10
yummymummyempor,10,10,10
yk,10,10,10
yerman317,10,9,8
wuhanflu,10,10,8
workingclass,10,10,10
wisely,10,10,10
wire,10,10,10
whoeurope,10,10,8
whoemro,10,10,8
whoafro,10,10,8
whereisfauci,10,10,10
wexitnow,10,10,9
weaponizing,10,10,10
waging,10,10,10
waged,10,10,10
vuntut,10,10,10
vrai,10,9,9
votebluetosaveamerica,10,10,8
vocabulary,10,10,10
vidas,10,10,10
victimes,10,9,9
ventilated,10,10,10
variation,10,10,10
utters,10,10,10
ut,10,10,10
uprising,10,10,10
unroll,10,10,8
uno,10,9,8
unnoticed,10,10,10
unmitigated,10,10,10
universalbasicincome,10,10,10
undo,10,9,9
underwear,10,7,7
underprepared,10,10,10
underfunded,10,10,10
uncontrolled,10,10,10
uganda,10,10,10
ucpcorruption,10,10,10
tylenol,10,10,10
tutorial,10,10,10
turnaround,10,10,10
trumpwarroom,10,10,9
trumppressconference,10,10,9
trolling,10,10,10
tripled,10,10,10
treasure,10,10,10
trap,10,10,10
translink,10,7,7
transient,10,10,10
tqmka,10,10,4
topped,10,10,10
tomhanks,10,9,8
tolerated,10,10,10
togetherwecan,10,10,9
tmx,10,10,10
titanic,10,10,10
tire,10,10,10
timeofuse,10,8,8
thriving,10,10,10
thewechu,10,10,9
theeconomist,10,10,5
thecanadianshield,10,10,10
thai,10,10,10
testé,10,10,9
testimony,10,10,10
tester,10,10,10
termination,10,10,10
terme,10,10,10
teresa,10,10,10
tend,10,10,10
tasked,10,10,10
takeresponsibility,10,10,9
tabloid,10,10,10
são,10,10,8
symphony,10,10,10
sworn,10,10,10
swath,10,10,10
suspicion,10,10,10
supplémentaires,10,10,7
sunwing,10,9,9
sunset,10,9,9
sundaymotivation,10,10,10
suitable,10,9,9
succumb,10,10,10
subtle,10,10,10
subpoena,10,10,10
stevenmnuchin1,10,10,10
steph93065,10,10,10
steep,10,10,10
stayathomeorder,10,10,10
statute,10,10,10
statedeptspox,10,10,7
stack,10,10,10
sputter,10,10,10
spoiler,10,10,10
spoiled,10,10,10
split,10,10,10
soyez,10,10,10
sowing,10,10,10
souvent,10,9,9
solidarité,10,10,10
soignants,10,10,10
slimy,10,10,10
slick,10,8,7
sleazy,10,9,9
slaughter,10,10,10
skilled,10,10,10
sixty,10,10,9
sitaravirgo,10,10,1
sindh,10,9,9
simulated,10,10,10
shutter,10,10,10
showtrial,10,10,10
shithole,10,10,10
shade,10,10,10
sewer,10,9,9
seul,10,10,10
serially,10,10,10
serial,10,10,10
sensible,10,10,10
senseless,10,10,10
senatorhousakos,10,10,9
secazar,10,10,8
searching,10,10,10
scourge,10,10,10
schemppshawn,10,10,3
scarbto,10,10,7
sam,10,10,10
salvage,10,10,10
sakal,10,10,1
sadistic,10,10,10
résultats,10,10,8
rw,10,10,10
rv,10,9,9
rp,10,10,10
rooting,10,9,9
rogue,10,10,10
roger,10,10,10
robot,10,10,10
robinson,10,8,8
robertbenzie,10,10,10
robbing,10,10,10
reversal,10,10,10
restless,10,10,10
restarting,10,10,10
reserved,10,10,10
reputable,10,9,9
repthomasmassie,10,10,10
reportage,10,10,9
rememberthis,10,10,10
remainder,10,10,10
relied,10,10,10
reiterating,10,10,10
refuge,10,10,10
recount,10,10,10
recklessly,10,10,10
rebound,10,10,10
reap,10,10,10
ravaged,10,10,10
ramadan,10,6,6
raining,10,9,9
railtown,10,10,10
radiologist,10,10,10
radar,10,10,10
quantity,10,10,10
qatar,10,9,9
público,10,10,10
purse,10,10,10
purchasing,10,10,10
pun,10,9,9
publisher,10,10,10
psycho,10,10,10
psychiatrist,10,10,10
proxy,10,10,10
prosecution,10,10,10
promptly,10,10,10
prompting,10,10,10
prolong,10,10,10
procuring,10,10,10
prochina,10,10,10
proceeded,10,10,10
primera,10,10,8
pretext,10,9,9
presume,10,10,10
presumably,10,10,10
prejudice,10,10,10
potluck,10,10,10
postcovid,10,10,10
posse,10,10,10
pompeoresign,10,10,10
policeman,10,10,10
poem,10,10,10
plexiglas,10,9,9
pleasure,10,10,10
pitching,10,10,10
pire,10,10,10
pinecrest,10,9,9
picket,10,10,10
petite,10,10,10
perception,10,10,10
pediatrician,10,10,10
pavement,10,10,10
patently,10,10,10
passe,10,10,10
partnered,10,10,10
pandemicrelated,10,10,10
pablorodriguez,10,9,9
ozhomeschool,10,10,4
owes,10,10,10
outsider,10,10,10
outdated,10,10,9
oui,10,10,7
ottawapolitico,10,10,9
ottawacity,10,10,10
orcusa1,10,10,10
orbán,10,10,10
opposing,10,10,10
opioid,10,10,10
ontariopcparty,10,10,10
onseprotège,10,10,9
oncoming,10,10,10
oligarch,10,9,9
oklahoma,10,10,10
ogun,10,10,7
officiellement,10,10,8
offend,10,10,10
oct,10,10,10
occupancy,10,10,10
oan,10,9,9
nzpol,10,10,7
nueva,10,10,8
notably,10,10,10
nonexistent,10,10,10
noncritical,10,10,10
noncoronavirus,10,10,10
nomination,10,10,10
no2wind,10,10,2
nick,10,10,10
newyorker,10,10,10
neutral,10,10,10
neonazi,10,10,10
neilsen,10,10,10
negotiating,10,10,10
negligently,10,10,10
natl,10,10,10
nationality,10,10,10
nasal,10,10,10
nailed,10,10,10
médical,10,10,10
médica,10,10,9
multinational,10,10,10
muerte,10,10,8
mourn,10,10,10
motivation,10,10,10
motel,10,10,10
molecular,10,10,10
mitchplease,10,9,6
miraculously,10,10,10
ministro,10,10,7
mining,10,10,9
milieu,10,9,8
mia,10,8,8
metal,10,10,10
merchant,10,9,9
mentalhealthmatters,10,10,10
medida,10,10,9
mediapest,10,10,10
mcneil,10,10,10
maximize,10,10,10
matthew,10,10,10
marshablackburn,10,10,8
margaret,10,10,10
marc,10,10,10
manu,10,10,10
manlyvibemark,10,10,2
mallick,10,10,10
lyric,10,10,10
lornenystrom,10,10,9
longstanding,10,10,10
longest,10,10,10
loi,10,10,9
lincoln,10,10,10
lifeordeath,10,10,10
licked,10,10,10
liable,10,10,10
liability,10,10,10
lethargic,10,10,10
leslynlewis,10,10,10
lending,10,10,10
leash,10,9,9
laxity,10,10,10
lavalin,10,10,10
lahore,10,10,9
lago,10,4,4
laden,10,10,10
kyleclark,10,9,7
kirkland,10,10,10
khamenei,10,10,9
kerry,10,10,10
kenneys,10,10,10
karlanthony,10,10,10
justsaying,10,10,7
jumping,10,10,10
julian,10,9,9
judith,10,10,10
joel,10,10,10
jlcwood2017,10,10,7
jerome,10,10,10
jeanpierre,10,10,10
jbpritzker,10,10,9
jaw,10,10,10
janice,10,10,9
jamaica,10,10,10
jam,10,9,9
jailbreak,10,10,9
jacket,10,9,9
iv,10,10,10
itália,10,8,6
itand,10,10,10
irritate,10,10,10
irresponsibility,10,10,10
involving,10,10,10
involves,10,10,10
inundated,10,10,10
interpreter,10,10,10
interference,10,10,10
intellect,10,10,10
intake,10,10,10
inspirational,10,10,9
inject,10,8,8
initiated,10,10,10
infusion,10,10,10
inflated,10,10,10
infinity📆,10,10,1
infantile,10,10,10
inexcusable,10,10,10
inevitableet,10,10,10
indicator,10,10,10
indebted,10,10,10
inch,10,10,10
imran,10,10,8
impotus,10,9,9
importants,10,10,10
implored,10,10,10
implore,10,10,10
implies,10,10,10
impeachmenthoax,10,10,10
impatient,10,10,10
imamofpeace,10,10,9
imam,10,10,10
illustrate,10,10,10
illegitimate,10,10,10
ikea,10,8,8
idk,10,10,10
ianjamesyoung70,10,10,9
hump,10,10,10
humor,10,10,10
humility,10,9,9
humane,10,10,10
hum,10,10,10
hop,10,10,10
hooray,10,10,10
holed,10,10,10
hogan,10,10,10
hmn56656,10,8,1
hlgatell,10,9,6
hightouch,10,10,10
hefty,10,10,10
hawleymo,10,10,10
hallway,10,10,10
hahaha,10,10,10
gwitchin,10,10,10
govpritzker,10,10,10
gouv,10,9,9
gosh,10,9,9
globalnational,10,10,10
glimmer,10,10,10
ghastly,10,10,10
geopolitical,10,10,10
gentle,10,10,10
gendered,10,9,9
gasping,10,10,10
gaming,10,10,10
gal,10,10,8
gaga,10,10,9
furlough,10,10,10
furey,10,10,10
fur,10,9,9
frontier,10,9,9
fridayfeeling,10,10,10
francia,10,10,7
foyer,10,9,9
fortin,10,10,10
formed,10,10,10
fmohnigeria,10,10,9
flush,10,9,9
float,10,10,9
flawed,10,10,10
flame,10,9,8
fiscally,10,10,10
ferry,10,10,9
femme,10,9,9
felon,10,10,10
fe,10,4,4
fcc,10,9,9
fame,10,10,10
fabulous,10,10,10
extremist,10,10,10
explique,10,10,10
exemplary,10,10,10
examining,10,10,10
examined,10,10,10
evidencebased,10,10,10
event201,10,9,9
evaluation,10,10,10
evaluating,10,6,6
etatsunis,10,10,10
estimating,10,10,10
establishing,10,10,10
ericgarland,10,10,8
epochtimes,10,10,9
entertained,10,10,10
enterprise,10,10,10
engine,10,9,9
engagement,10,10,10
enfrentar,10,10,9
enduring,10,10,10
encouragement♥️,10,10,10
enacts,10,10,10
emphasizes,10,10,10
embedded,10,10,10
elimination,10,10,10
earning,10,10,10
earliest,10,10,10
déclaré,10,10,10
dwindling,10,10,10
dumber,10,10,10
drericding,10,10,8
downtownrob88,10,10,3
downing,10,10,10
down,10,10,10
doris,10,10,9
donotresuscitate,10,10,10
doniveson,10,10,10
disparity,10,9,9
dismissive,10,10,10
disclosing,10,9,9
disappointing,10,10,10
dio,10,9,9
ding,10,6,6
digestive,10,8,8
diff,10,9,9
determines,10,10,10
deteriorating,10,10,10
detective,10,9,9
destined,10,10,10
despise,10,10,10
descent,10,10,10
dernière,10,10,10
deported,10,10,10
deport,10,10,9
dependency,10,10,10
departure,10,10,10
denis,10,10,10
demander,10,10,9
defining,10,10,10
defender,10,10,10
deepstate,10,10,10
decreased,10,10,10
decisively,10,10,10
deceitful,10,10,10
daca,10,10,9
cripple,10,10,10
cretin,10,10,10
craziness,10,10,10
covid19…,10,10,10
covd19,10,10,10
counterterrorism,10,10,10
convoy,10,10,10
convocation,10,9,9
contraction,10,10,10
continuous,10,10,10
consume,10,10,10
const,10,10,10
consecutive,10,10,10
conning,10,10,10
conferencing,10,10,10
compliant,10,10,10
completing,10,7,7
complains,10,10,10
commonly,10,10,10
commenting,10,10,10
commented,10,10,10
comic,10,10,10
combatir,10,10,10
collaboratively,10,10,10
clinique,10,9,9
clarifies,10,10,10
clarification,10,10,10
ciudad,10,10,9
citoyens,10,10,10
churchill,10,10,10
chuckgrassley,10,10,10
chooses,10,10,10
charlatan,10,10,10
centralized,10,10,10
centered,10,10,10
cdnimm,10,10,8
cdnfp,10,10,10
cdcdirector,10,10,8
carolejames,10,10,8
canadanurses,10,10,9
calming,10,10,10
c13,10,10,10
bypass,10,10,10
bust,10,10,10
burned,10,10,10
burk,10,5,5
buncha,10,10,10
bud,10,10,10
buckingham,10,10,10
btvancouver,10,10,8
bttoronto,10,10,8
brotherhood,10,10,10
breton,10,9,9
breakingnews,10,10,10
boil,10,10,10
boardcertified,10,10,10
binding,10,10,10
bettymatt1,10,10,2
betrayal,10,10,10
bestcase,10,9,9
besafe,10,10,10
berlin,10,10,9
bending,10,10,10
believable,10,10,10
bced,10,10,10
bazakel,10,10,2
barrie,10,9,8
barcelona,10,10,10
bannon,10,10,9
bait,10,10,10
bahrain,10,10,10
ba,10,9,9
awaits,10,10,10
aviation,10,10,10
avail,10,10,10
authoritarianism,10,10,10
austin,10,10,10
augment,10,10,10
aucune,10,10,10
attribute,10,10,10
asharamji,10,10,3
arvindkejriwal,10,10,9
arrudahoracio,10,10,9
arresting,10,10,10
arise,10,10,10
appropriately,10,10,10
antidote,10,10,10
anticipates,10,10,9
anthem,10,10,10
amplifying,10,10,10
amplified,10,10,10
amnesty,10,10,9
ammunition,10,10,10
amlo,10,10,8
amended,10,10,10
ambjohnbolton,10,10,10
am640,10,10,9
alma,10,10,10
allocation,10,10,10
alienated,10,10,10
alerted,10,10,10
alcoholic,10,8,8
alaska,10,10,10
alarmism,10,9,9
ala,10,9,9
airway,10,9,9
ahsmedia,10,10,10
ahmed,10,9,9
ado,10,9,9
admire,10,10,10
activités,10,10,10
ache,10,10,10
accès,10,10,10
accommodate,10,10,10
acciones,10,10,9
abolish,10,10,10
9am,10,10,10
99freemind,10,10,9
9134,10,10,10
850,10,10,10
81321,10,10,10
659,10,10,10
65000,10,10,10
6444545,10,2,2
640000,10,10,10
59138,10,10,10
55000,10,10,10
510,10,10,10
4yearold,10,10,10
4x,10,10,9
472,10,10,9
468000,10,10,10
46800,10,10,10
422,10,10,9
325,10,10,10
30kg,10,10,10
30000000,10,10,10
2a,10,9,9
24hour,10,10,10
2400,10,10,10
230,10,10,9
2030,10,10,10
202,10,10,10
2005,10,10,10
1990,10,10,10
177,10,9,9
176,10,10,9
1706,10,10,10
14m,10,10,10
141,10,10,10
129,10,10,10
125000,10,10,10
116,10,10,10
115,10,10,10
10day,10,10,10
1002,10,10,10
08,10,10,10
04,10,10,9
👉her,9,9,9
✅wash,9,9,9
⁦globeandmail⁩,9,9,9
—gt,9,7,7
éléments,9,9,9
éloignementphysique,9,7,6
âgées,9,9,9
zu,9,7,5
zijn,9,8,4
zeke,9,9,9
yyccc,9,9,8
yonifreedhoff,9,8,8
yellowknife,9,9,9
yankee,9,9,9
yaffe,9,9,9
wu,9,9,9
wretched,9,9,9
wrenching,9,9,9
worshipper,9,9,9
worldtbday,9,9,8
withdrawal,9,9,9
willingly,9,9,9
wifi,9,9,9
wic,9,4,4
whine,9,9,9
whencoronavirusisover,9,9,9
westernu,9,9,9
wereinthistogether,9,9,9
weneedppe,9,9,9
waving,9,9,9
wasteland,9,9,9
warship,9,9,9
warroompandemic,9,9,5
waltshaub,9,9,7
walker,9,9,9
waitress,9,9,9
vírus,9,8,6
vulnérables,9,9,8
voteredtosaveamerica,9,9,8
voor,9,9,5
void,9,9,8
villain,9,9,9
viktor,9,9,9
vigilance,9,9,9
viens,9,9,8
vessel,9,9,9
verbal,9,9,9
veggie,9,9,9
vchhealthcare,9,9,8
vacate,9,8,8
utmost,9,9,9
usefulness,9,9,9
usd,9,8,8
urgences,9,8,8
upper,9,9,9
unvetted,9,9,9
unveiling,9,9,9
unveil,9,9,9
unpatriotic,9,9,9
unlocked,9,9,9
uninfected,9,9,9
uni,9,9,9
unhelpful,9,9,9
unfounded,9,9,9
undermines,9,9,9
undercut,9,9,9
undeniably,9,9,9
uighur,9,9,9
ue,9,8,4
ualberta,9,8,8
twat,9,9,8
turk,9,9,9
tshirt,9,8,8
truthful,9,9,9
trumpvirus2020,9,9,9
trumpnotes,9,9,9
trumplies,9,9,7
trump2020nowmorethanever,9,9,9
truenorthcentre,9,9,9
trudeauisnotfitforoffice,9,9,8
trough,9,9,9
trooper,9,7,7
trench,9,9,9
treasonous,9,9,9
tras,9,9,9
transporting,9,9,9
traded,9,9,9
trabaja,9,9,8
