Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
cf,10,9,9
centered,10,10,10
cellmates,10,10,9
celeb,10,10,10
cdelisa13,10,10,10
cd,10,9,9
cbcottawa,10,10,6
cbcnn,10,10,9
cbckatie,10,10,10
catchup,10,10,10
casket,10,7,7
cashstrapped,10,10,9
capturedcourts,10,10,9
cannibalistic,10,10,10
canceling,10,10,10
canadien,10,10,10
canadachildbenefit,10,10,8
camillequ,10,10,8
calgarybased,10,10,10
calebmaupin,10,10,1
caged,10,10,10
cafeto,10,10,10
cae,10,10,9
byward,10,10,8
busiest,10,10,10
buenos,10,9,8
budgeting,10,10,10
bttoronto,10,10,6
brokenhearted,10,10,10
brittan60572844,10,10,5
briteeyes8,10,10,1
bribed,10,10,9
brennan,10,10,7
brazen,10,10,10
bradmbradford,10,10,9
br,10,7,5
boyermichel,10,10,1
bluster,10,10,7
bluehandrising,10,10,1
bisexual,10,10,6
biorepository,10,7,5
bikeshareto,10,9,8
bij,10,10,4
betting,10,10,10
betteroffwithrachel,10,10,8
benshingler,10,10,10
benito,10,8,8
bengaluru,10,8,6
benefiting,10,10,9
bellied,10,10,10
begged,10,10,10
bccdc,10,10,8
bauchi,10,10,9
baton,10,10,10
batalla,10,10,10
banger,10,10,10
ballgame,10,10,10
baked,10,10,10
bailing,10,10,10
backtheblue,10,10,6
backbone,10,10,10
avr,10,3,1
autonomous,10,10,10
aurangzeb,10,6,4
attaran,10,10,10
assurance,10,10,10
assert,10,10,10
asd,10,10,4
artificialintelligence,10,10,6
arthritis,10,9,9
arnold,10,10,10
architecture,10,10,10
appealed,10,10,10
apoyar,10,10,9
apologist,10,10,10
apartheid,10,10,8
antithetical,10,10,10
anthonymentill4,10,10,1
anglophone,10,10,9
anges,10,10,9
andersonbooz,10,10,4
analyze,10,10,10
analysed,10,10,10
analys,10,10,1
amt,10,10,1
americaour,10,10,10
amd,10,10,10
ambliuxiaoming,10,10,8
ambitious,10,10,10
ambermac,10,10,9
alumnus,10,9,9
allard,10,10,10
allankgrillmd,10,10,6
alexsalvinews,10,10,7
alc,10,9,9
albertarelaunch,10,10,9
albergues,10,10,1
aisément,10,10,10
aiming,10,10,10
ahmadiyya,10,10,7
ageism,10,10,10
africanamerican,10,10,10
affirme,10,10,9
affiliate,10,10,7
aewdynamite,10,10,6
adespafford,10,10,8
ada,10,8,8
actifs,10,10,9
actif,10,10,10
accrus,10,10,10
academictwitter,10,10,7
abundantly,10,10,10
abrupt,10,10,10
abnormal,10,8,8
96000,10,10,10
8foot,10,10,10
793,10,10,9
745,10,10,10
6831bryan,10,10,8
673,10,10,9
647416,10,10,8
614941,10,10,10
60m,10,10,10
54233,10,10,10
500mo,10,10,1
48200,10,9,6
426,10,10,10
412,10,10,10
40k,10,9,9
369,10,10,10
36000,10,10,9
357,10,10,9
345,10,7,6
330pm,10,10,9
311,10,9,9
2week,10,10,9
272,10,10,10
26483,10,10,10
2601,10,10,10
2562,10,10,10
24yearold,10,10,9
244,10,10,10
2100,10,10,9
207,10,10,9
20212022,10,10,3
202021,10,10,10
1️⃣,10,10,10
1tanyamullings,10,10,5
1954236,10,10,10
194,10,9,7
1930141,10,10,10
182,10,10,10
165000,10,10,10
153,10,10,10
151,10,10,10
145000,10,10,10
1423,10,10,10
118,10,10,10
1176,10,10,10
114000,10,10,8
112k,10,10,10
110845,10,10,10
107m,10,10,10
106028,10,10,10
105000plus,10,10,10
100b,10,10,10
🟢resolved,9,9,3
👉usmc3,9,9,8
🇨🇦can,9,9,9
❗️as,9,9,9
⚫️deceased,9,9,3
⁦kahowlett⁩,9,9,9
⁦gmbutts⁩,9,9,9
‼️so,9,9,9
études,9,9,8
éducation,9,9,7
às,9,8,6
zur,9,7,4
zoonosis,9,9,9
zealander,9,9,9
youte,9,9,9
yeh,9,8,7
yearround,9,9,6
yearn,9,9,9
yang,9,8,7
xiamen,9,5,4
xhnews,9,9,7
wtpgotv,9,9,4
wrongheaded,9,9,9
wrmcouncil,9,9,6
wristed,9,9,9
wright,9,6,6
worshiping,9,9,9
world加油,9,9,1
worldnews,9,9,5
worldenvironmentday2020,9,9,7
workspace,9,9,8
womeninstem,9,9,6
womeninpeacekeeping,9,9,9
wjgunning,9,9,1
wiping,9,9,8
winery,9,9,9
winding,9,9,9
willgourley,9,9,1
wil,9,9,7
whonigeria,9,9,2
whod,9,9,9
whistlerrr,9,9,1
whip,9,9,8
wheat,9,8,7
weveseenenough,9,9,9
weston,9,9,8
wendygillis,9,9,9
weathered,9,9,9
weakening,9,9,9
ward23,9,9,2
wallace,9,9,9
walkerton,9,9,8
waiving,9,9,9
waiver,9,9,9
waived,9,9,9
wahlberg,9,9,9
wading,9,9,9
víctimas,9,9,7
véronique,9,9,4
vão,9,8,7
voyageurs,9,9,8
vowed,9,8,8
votejoe,9,9,9
votebluetosaveamerica2020,9,9,8
vomit,9,9,9
vivo,9,9,9
visualize,9,9,8
visto,9,9,8
visite,9,9,9
visage,9,8,8
virushost,9,9,9
virgin,9,8,8
victor,9,7,7
vicinity,9,9,9
veux,9,9,9
venezuella,9,9,9
velocity,9,9,9
vc,9,9,8
variation,9,9,8
vanity,9,9,9
validity,9,9,8
vaccins,9,9,9
utsc,9,9,9
ustrump,9,9,9
ustedes,9,8,7
uproar,9,9,9
upheld,9,9,8
upbarnburner,9,9,4
uofg,9,8,8
untouched,9,9,7
unitedsikhs,9,9,2
unexpectedly,9,9,9
underreporting,9,9,9
underneath,9,9,9
undergoing,9,9,9
unbiased,9,8,8
unavoidable,9,9,9
umanitoba,9,9,7
uluschak,9,9,9
ukpoli,9,9,6
twomile,9,9,9
tus,9,9,6
tuimss,9,8,7
trumpisalaughingstock,9,9,9
trumpdeathtoll111k,9,9,9
trumpcanuck,9,9,4
trump2020landslide,9,9,9
trouve,9,9,5
triste,9,9,9
trishgreenhalgh,9,9,5
trim,9,9,8
triggering,9,9,9
travisallen02,9,9,8
travailleuse,9,9,9
travailleur,9,9,8
transporte,9,9,9
transformed,9,9,9
traitres,9,9,8
trailing,9,9,9
traceyram,9,9,9
tracemetalclean,9,9,1
tournament,9,8,8
tot,9,9,4
torstar,9,9,9
toparks,9,9,8
tommy,9,9,9
tomllamasabc,9,9,9
tjtomj,9,9,1
tipo,9,8,8
timeframe,9,8,8
tillis,9,9,9
tidal,9,9,9
tibetan,9,9,9
thphospital,9,9,8
thirdhighest,9,9,9
thewharfdc,9,9,9
thesis,9,9,9
theroyalmhc,9,9,8
themoreyouknow,9,9,9
thefive,9,9,9
thebluegem3,9,9,9
testpositive,9,9,7
teste,9,9,2
territoires,9,9,9
territoire,9,9,9
terre,9,9,9
tenth,9,9,9
tenet,9,7,7
telecom,9,9,9
teaming,9,9,9
tdsb,9,8,8
tds,9,9,9
tdl7777,9,9,1
tarajago,9,9,8
tapped,9,9,9
tanker,9,9,9
sévère,9,9,9
sérieux,9,8,8
system—and,9,9,9
sylviad32911201,9,9,1
swede,9,9,9
swabbing,9,9,9
svp,9,9,9
sustaining,9,9,9
survenus,9,8,8
supervision,9,9,9
sundayfunday,9,9,2
summoned,9,9,9
summarizing,9,9,8
suivez,9,9,8
suited,9,9,9
suckered,9,9,9
subsidiary,9,9,9
subsides,9,9,9
submitting,9,9,9
subcommittee,9,9,7
studien,9,9,1
stressing,9,8,8
stevebuick2,9,7,6
steering,9,9,9
stayhealthy,9,9,7
statistique,9,9,9
statedeptspox,9,9,7
stare,9,9,9
standwithhongkong,9,9,9
standby,9,9,9
stabilization,9,9,9
squirrel,9,9,9
squash,9,9,9
spvm,9,9,9
spreaker,9,9,6
sponsorship,9,8,7
spiraled,9,9,9
spine,9,9,9
spider,9,9,9
specify,9,9,9
specialty,9,9,9
spatulasteve,9,9,1
southwest,9,9,9
sousministre,9,5,5
sorted,9,9,9
sorte,9,9,9
soninlaw,9,9,9
sommet,9,9,8
solds,9,9,2
soiled,9,9,9
snowflake,9,9,9
sleepy,9,9,9
slagkogel,9,9,1
skewed,9,9,9
skate,9,8,7
sitec,9,9,9
singer,9,9,8
sidneychest,9,9,8
showcase,9,9,9
shivanichopra,9,9,1
shenanigan,9,9,9
shelleychilds1,9,9,1
shawnmicallef,9,9,9
shanghai,9,9,8
shallow,9,9,9
shahwartaj07,9,9,1
shahrukhkhan,9,9,1
shahab,9,9,6
seule,9,9,9
sería,9,9,9
serviceont,9,9,9
sensationalizing,9,9,9
senatorcollins,9,9,9
selectively,9,9,9
seizing,9,9,9
secretarygeneral,9,9,9
secpompeoinvestigate,9,9,9
sdrmedco,9,9,9
scottmorrisonmp,9,9,7
scandalous,9,9,8
savior,9,9,9
sarahdateechur,9,9,1
saracarterdc,9,9,8
sank,9,9,9
sanjuananotimex,9,9,1
sanitizing,9,9,6
sanitarias,9,9,6
saludsv,9,9,3
saltwire,9,9,7
salir,9,9,8
salesun,9,9,1
sacked,9,8,8
saad,9,9,7
rôle,9,9,9
réussi,9,9,9
rétablies,9,9,4
régionale,9,9,6
ryanjreilly,9,9,7
russie,9,9,7
rushmore,9,9,9
rugby,9,8,8
rrrf,9,9,6
ronaldklain,9,9,8
rodriques,9,9,9
roc,9,9,9
robyn,9,9,9
ro,9,9,5
riposte,9,9,6
rima,9,9,9
rife,9,9,9
ridiculously,9,9,9
richmondbc,9,9,8
revoke,9,9,9
retrouver,9,9,9
resultados,9,9,9
restricts,9,9,9
restez,9,9,8
respirer,9,9,9
respirateur,9,9,8
resonating,9,9,9
resitech,9,9,8
reshape,9,8,8
reserved,9,9,9
renaissance,9,9,9
remettre,9,9,9
reinfection,9,9,9
registrado,9,8,7
refundpassengers,9,9,6
refresher,9,9,9
redrum,9,3,3
redned59,9,9,1
recourse,9,9,9
recordhigh,9,9,9
reconnaît,9,9,8
recognise,9,9,9
receding,9,9,9
recalltheucp,9,9,1
rebeccakschulz,9,9,8
realizes,9,9,9
readable,9,9,9
reactive,9,9,9
ray,9,9,9
ramaphosa,9,6,3
rake,9,9,9
rajasthan,9,7,7
rahulgandhi,9,9,7
rafting,9,9,9
radically,9,9,9
racistinchief,9,9,9
racismdiscrimination,9,9,3
quoting,9,9,9
quitting,9,8,8
quickest,9,9,9
quelqu,9,9,8
queda,9,9,9
quasimodem1951,9,9,1
puzzled,9,9,9
puzzle,9,9,9
purposefully,9,9,9
puneupdate,9,9,1
pueden,9,9,9
ptfry,9,9,9
psychiatrist,9,9,8
prétexte,9,9,9
préposé,9,9,9
prédire,9,9,4
provoking,9,9,9
protrump,9,9,9
prorogued,9,9,9
propres,9,9,8
pronounced,9,9,7
programa,9,9,7
profiling,9,9,9
prod,9,9,8
prochain,9,9,9
problématiques,9,9,9
prob,9,9,9
priyanka,9,9,9
prive,9,9,8
privados,9,9,8
pritzker,9,8,8
pristine,9,9,9
priorité,9,9,8
pretrial,9,9,9
praytogether,9,9,9
practitioner,9,9,9
ppm,9,6,6
powerofmany,9,9,6
powergrab,9,9,9
pouvons,9,9,9
pouvoirs,9,9,9
pourra,9,9,8
posturing,9,9,8
postponing,9,9,7
postabc,9,9,9
porterai,9,9,9
política,9,9,8
politiciens,9,9,8
policestate,9,9,5
policebrutalitypandemic,9,9,9
polarization,9,9,9
plunged,9,9,9
plunder,9,9,6
plug,9,9,9
placebocontrolled,9,9,9
pittsburgh,9,9,9
pitt,9,9,9
pinned,9,9,9
piggy,9,9,9
pied,9,9,9
pide,9,9,7
photoops,9,9,9
phew,9,9,9
peuton,9,9,9
petertabuns,9,9,9
petehegseth,9,9,9
pest,9,9,9
pertes,9,9,9
personen,9,8,1
perpetuation,9,9,9
permitting,9,9,9
permissive,9,9,9
permanently‼️,9,9,9
perfection,9,9,9
peppapig,9,9,8
pensait,9,9,9
peelpolice,9,9,8
peelparamedics,9,9,8
pediatrics,9,9,7
paz,9,9,6
paycheckprotectionprogram,9,9,7
patchwork,9,9,9
pastordscott,9,9,9
pascalberube,9,9,6
parroting,9,9,9
parkway,9,7,7
parenthood,9,9,8
papel,9,9,9
panda,9,9,9
pancake,9,9,9
pamelahancock,9,9,5
padre,9,9,6
oyo,9,9,8
overtake,9,9,9
overhyped,9,9,9
ouvrir,9,9,8
ouvert,9,9,9
outweigh,9,9,9
outskirt,9,9,9
ouellette,9,6,6
ottawasuncom,9,9,8
ottawadaddy,9,9,2
orthodox,9,8,8
organismes,9,9,9
optometry,9,9,5
optimal,9,9,9
on—especially,9,9,9
onye,9,9,9
ontario📈,9,9,6
ontariohealthc,9,9,7
oneterm,9,9,8
onesizefitsall,9,9,9
oncontinuing,9,9,9
oncall4on,9,9,8
ombudspatients,9,9,9
oilgascanada,9,9,8
ogun19,9,9,8
officiel,9,9,8
offence,9,9,9
octranspo,9,9,8
occasionally,9,9,9
occasional,9,9,9
obstructed,9,9,9
nythealth,9,9,8
nyers,9,8,8
now,9,9,8
nouvellezélande,9,9,8
nostradamous195,9,9,6
northernontario,9,9,6
nonemergency,9,9,8
nominated,9,8,8
nofee,9,5,5
nocovidevictions,9,9,7
ninth,9,9,9
ningún,9,9,9
nikiashton,9,9,8
nikadragomira,9,9,9
nihilism,9,9,9
niger,9,8,6
nicaragüense,9,9,4
newsweek,9,9,8
newsflash,9,9,9
newlyreported,9,6,6
newcastle,9,9,9
ncdc,9,9,9
narendra,9,9,8
nanny,9,9,9
n95s,9,8,8
mysteriously,9,9,9
municipio,9,9,5
mulcair,9,9,9
muchos,9,9,9
muchneeded,9,9,9
mstuart1970,9,9,1
mrna,9,8,5
motherisk,9,9,9
mope,9,9,9
montréalais,9,9,9
monologue,9,9,9
monger,9,9,9
molested,9,9,9
molecular,9,9,9
modify,9,9,9
moderator,9,9,9
mobilefriendly,9,9,9
mmt,9,9,8
misrepresentation,9,9,9
misbranded,9,9,9
minsanterdc,9,9,6
minneapolisriots,9,9,9
ministrybad,9,9,1
minimizing,9,9,9
minfitzgibbon,9,9,7
mileslunn,9,9,5
mikesmythnews,9,8,8
mikebethune,9,9,1
midwife,9,9,8
micron,9,5,5
microchipped,9,9,9
mia,9,9,9
mettons,9,9,7
mettent,9,9,9
mentir,9,9,7
menstrualhygieneday,9,9,9
mensaje,9,9,7
menor,9,9,8
mempêcher,9,9,9
memorable,9,9,9
melissablasius,9,9,3
melaniejoly,9,9,9
medios,9,9,8
mea,9,8,8
mcconnell—we,9,9,9
mccomb,9,9,9
mayores,9,9,8
mature,9,9,9
mattp1949,9,9,1
mattered,9,8,8
mascarillas,9,9,7
mascarilla,9,9,7
martyr,9,9,9
maritimes,9,9,8
marisepayne,9,9,6
mariner,9,9,9
marina,9,9,8
mariabartiromo,9,9,8
marginal,9,9,8
marcjspearsespn,9,9,9
marciien,9,9,6
marché,9,9,9
mannequin,9,9,9
manifest,9,9,9
manger,9,9,7
malevolent,9,9,9
magnified,9,9,9
mag,9,9,8
macrolide,9,9,9
macro,9,9,8
lécole,9,9,7
lumière,9,9,9
lth,9,9,9
ltcretirement,9,9,9
lrihendry,9,9,8
louisemensch,9,9,7
loneliest,9,9,9
londonmiddlesex,9,9,4
loading,9,9,9
lloyd,9,9,9
llama,9,8,8
liveable,9,9,9
litigation,9,9,9
linformation,9,8,7
linebacker,9,9,9
limitless,9,9,9
lilly,9,9,9
licked,9,9,9
libéral,9,9,7
liaison,9,8,8
legalize,9,9,9
lautre,9,9,9
laurentides,9,9,9
lapdog,9,9,9
lang,9,9,8
laisser,9,9,9
lagged,9,9,9
lacked,9,9,9
laccessibilité,9,8,6
labeling,9,9,9
kylie,9,9,9
kristina,9,9,9
kr,9,9,4
koronavirüs,9,7,3
koopmkoop,9,9,2
knowledgeable,9,9,9
kmpact,9,9,1
klobuchar,9,9,8
kikkiplanet,9,9,9
kidsbrainhealth,9,9,5
kickstarting,9,9,2
kayuoit,9,9,1
kayceemaduyeg,9,9,7
kathleen,9,9,9
kareem,9,9,9
kamala,9,7,6
kaine,9,9,9
jwickers,9,9,1
justiceforgeorgeflyod,9,9,9
justanotweet,9,9,1
jusquau,9,9,9
junctionpetticoat,9,9,9
junction,9,9,9
juliecareynbc,9,8,1
julescelt,9,9,1
jsand1270,9,9,1
joshjphilipp,9,9,9
johncornyn,9,9,8
johncooper4nash,9,9,9
jogwalk,9,9,9
joenbc,9,9,8
jimmy,9,9,9
jimfish56837379,9,9,1
jimenez,9,9,9
jenwagner,9,9,1
jennifernuzzo,9,8,8
jennconnormusic,9,9,5
jedediahbila,9,9,9
jeane,9,8,5
jazz,9,9,9
janlindsay,9,9,1
janisirwin,9,9,9
jameslizotte15,9,9,7
jamesholden007,9,9,9
için,9,7,3
ivansemeniuk,9,9,9
itmbpoli,9,9,9
itheck,9,9,9
itd,9,9,9
irresponsibly,9,9,8
irresponsable,9,9,8
iphone,9,9,9
ipa,9,9,6
ionian,9,9,9
in🇨🇦,9,9,8
involontairement,9,9,9
invoked,9,9,9
invention,9,9,9
invade,9,9,9
interlocking,9,9,9
intact,9,9,9
insumos,9,9,8
instantly,9,9,9
inscrivezvous,9,8,6
innehåller,9,9,1
injust,9,9,9
inhabitant,9,8,8
influencing,9,9,7
infirmières,9,9,9
inexplicably,9,9,9
inevitableet,9,9,9
indisputable,9,9,9
indigenoushistorymonth,9,9,9
incr,9,9,9
incluso,9,9,9
improperly,9,9,9
impoverished,9,9,9
importe,9,9,9
importants,9,9,8
importantespecially,9,9,9
imperialism,9,9,7
impactonaxstv,9,9,6
immunology,9,9,9
immunesystem,9,9,2
immensely,9,9,9
imaging,9,9,7
imaginary,9,9,9
illogical,9,9,9
idol,9,9,9
idiotsgo,9,9,9
hysterical,9,9,9
hypocracy,9,9,9
hydrated,9,9,9
hustled,9,9,9
humane,9,9,9
hugo,9,8,7
hoo,9,9,8
honored,9,9,9
hongkongprotests,9,9,8
honey,9,9,9
hommes,9,9,9
hoe,9,9,7
hmmmmm,9,9,9
hm,9,9,8
hjälpa,9,9,1
hishammelhem,9,9,8
hindutva,9,8,6
hindsight,9,9,9
hindi,9,8,7
hiker,9,8,8
hijo,9,9,8
highland,9,6,6
hideous,9,9,9
heureux,9,9,9
hepb,9,8,7
helo,9,9,9
heisenburgal2o3,9,9,1
hefty,9,9,9
healthline,9,9,4
hawk,9,9,9
haul,9,9,9
hassan,9,9,6
haryana,9,9,8
harvardchansph,9,9,6
harrisonlowman,9,9,6
haro,9,9,9
hardy,9,8,8
happing,9,9,9
happensunderstand,9,9,9
happenedpeople,9,9,9
handler,9,9,9
hahahaha,9,9,9
habitantes,9,8,7
gymnastics,9,9,9
gupta,9,9,9
guildwood,9,9,7
guided,9,9,9
gtgtgt,9,6,6
gtfo,9,9,9
gt80,9,9,9
groups—are,9,9,9
grosse,9,9,9
groleau,9,9,4
grocer,9,9,9
grist,9,9,8
grigio,9,9,9
greeksteve,9,9,1
gray,9,9,9
gombe,9,9,9
glut,9,9,9
gloss,9,9,9
globebusiness,9,9,7
givingback,9,9,7
geriatrician,9,9,9
georgeflyod,9,8,7
georgefloydwasmurdered,9,9,9
georgefloydmurder,9,9,9
genomic,9,9,9
genomför,9,9,1
gelten,9,9,1
gearing,9,9,9
gcdigital,9,9,7
gaspricewizard,9,9,8
garywhall,9,9,1
gardiner,9,9,8
gants,9,9,9
företagen,9,9,1
fête,9,9,9
février,9,9,9
fyredumpster,9,9,1
fundraise,9,9,7
frontier,9,9,8
fridaythoughts,9,9,8
freeiran,9,9,5
fraudeurs,9,9,8
fraserhealth,9,9,8
franco,9,9,9
foul,9,9,9
forgo,9,9,9
forceful,9,9,9
foram,9,9,5
footprint,9,6,6
folly,9,9,9
flushing,9,9,9
float,9,9,9
flipflop,9,9,9
flattenthefear,9,9,6
fitting,9,7,7
fisa,9,9,9
firsttime,9,9,9
fingertip,9,9,9
filtration,9,9,7
fife,9,9,9
fiery,9,9,9
fiddling,9,9,9
fera,9,9,8
feenicks,9,9,1
façons,9,9,9
favoured,9,9,9
fasttracked,9,9,9
farsi,9,9,9
farhanmohamed,9,9,8
fared,9,9,9
familiarise,9,9,9
falleció,9,9,3
faites,9,9,8
faisait,9,9,7
failedpresident,9,9,9
facebooks,9,9,9
fabrication,9,9,9
exquisite,9,9,9
explicit,9,9,9
exhausting,9,9,9
exemplary,9,9,9
excellence,9,9,9
evolved,9,9,9
eventual,9,9,8
evans,9,8,7
evanmitsui,9,9,9
evangelicals,9,9,8
eulogy,9,9,9
etfoeducators,9,9,8
eternal,9,9,9
estudio,9,9,8
essa,9,8,6
espera,9,9,8
escalation,9,9,9
escalated,9,9,9
erupting,9,9,9
erskinedaniel,9,9,1
ernestofaraujo,9,9,6
eradication,9,9,9
equipos,9,9,5
envoy,9,9,9
enthusiasm,9,9,9
entail,9,9,9
enriquealfaror,9,9,6
enfermedades,9,9,8
endlessly,9,9,9
enacted,9,9,9
emptier,9,9,9
empirical,9,9,8
emphatic,9,9,9
emphasized,9,9,9
emmalgraney,9,9,8
emilleemd,9,9,3
emiliasuze,9,9,5
embacubacanada,9,9,6
emailed,9,9,9
elli,9,9,8
ella,9,8,7
eli,9,9,9
elevatedmonkey,9,9,7
eighthgraders,9,9,9
egregious,9,9,9
edwardgiugliano,9,9,1
edo,9,9,7
eco,9,8,8
ebonyi23,9,9,9
eats,9,9,9
eatonville,9,9,9
eaten,9,9,8
easterndmondbk,9,9,1
dólares,9,9,6
délais,9,9,9
défi,9,7,7
défense,9,9,9
défend,9,9,8
dystopia,9,9,8
dysfunction,9,9,9
dtes,9,8,6
drunken,9,9,9
drtomfrieden,9,9,8
drrobdavidson,9,9,8
drfauci,9,7,7
dragon,9,8,8
drafted,9,9,9
douchenozzle,9,9,9
donny,9,9,8
domination,9,9,9
domain,9,9,8
dod,9,9,9
djnontario,9,9,2
diz,9,9,6
divested,9,9,8
divest,9,9,8
ditching,9,9,9
distinguish,9,9,9
distancia,9,9,9
dissonance,9,9,7
disposition,9,9,9
dismal,9,9,9
disinfects,9,9,9
disent,9,9,8
discriminatory,9,9,8
discouraging,9,9,9
discern,9,8,7
disbarred,9,9,9
disallowed,9,9,9
disaggregated,9,8,8
disabilityrights,9,9,9
directory,9,8,8
dg,9,9,9
devront,9,9,9
devistation,9,9,9
detract,9,9,9
determining,9,9,9
detective,9,8,8
detección,9,9,5
detalles,9,9,8
destiny,9,9,9
descend,9,9,9
derrière,9,9,8
derekrhodenizer,9,9,1
denuncia,9,8,5
denisedresserg,9,9,1
demcast,9,9,9
delegation,9,9,8
delcares,9,9,9
deflating,9,9,9
decisionmakers,9,9,9
deceptive,9,9,9
debra,9,9,9
deadder,9,8,6
dayoverday,9,9,9
dataprivacy,9,9,3
darrennell,9,9,1
danish,9,9,8
dan613,9,9,1
dame,9,9,9
cymaticwave,9,9,1
cwecanada,9,5,3
curing,9,9,9
curated,9,9,7
cuba🇨🇺,9,9,7
ctffce,9,9,9
csa,9,9,9
crusade,9,7,7
crunching,9,9,8
criticised,9,9,9
crispaunescu,9,9,1
creen,9,7,6
covid–19,9,9,8
covidupdates,9,9,2
coviddisability,9,9,6
covid19quebec,9,9,8
covert,9,9,9
couvrevisage,9,9,7
cottager,9,9,9
coronavirususa,9,9,9
coronaprincesse,9,9,6
cornyn,9,8,7
cornerstone,9,9,9
cordero,9,9,7
contrôles,9,9,7
contribuer,9,8,8
contratos,9,7,5
contradicts,9,9,9
continuons,9,9,8
continuez,9,9,9
contend,9,9,9
consolidated,9,9,8
confirmé,9,8,5
confederation,9,9,9
confederate,9,9,9
condemns,9,9,9
concerted,9,9,9
compter,9,9,9
complet,9,9,9
compañeros,9,9,8
communal,9,9,8
colonialist,9,9,9
colombie,9,9,9
collision,9,9,9
cohost,9,9,9
cogent,9,9,9
codeine,9,9,9
coconut,9,7,7
cnnpolitics,9,9,9
clotting,9,9,9
clone,9,9,8
cliquez,9,9,9
clergy,9,9,9
clairement,9,9,8
ckont,9,9,8
ciência,9,8,7
civilization,9,9,9
citymississauga,9,9,6
citimmcanada,9,9,3
cirque,9,8,8
circulated,9,9,9
chslds,9,9,7
choses,9,9,9
chinadominated,9,9,9
chiffre,9,7,7
chiefpeggtfs,9,9,7
chickfila,9,5,5
chickenshit,9,9,9
chick,9,9,9
chicagosmayor,9,9,8
changements,9,9,9
championnats,9,9,9
chaleur,9,9,9
chalet,9,7,6
cessation,9,9,9
centuriesold,9,9,9
ceci,9,9,9
ceba,9,9,8
cdnfp,9,9,8
cdhoohdo,9,9,4
ccps,9,9,9
cbp,9,8,5
carpet,9,8,8
carl,9,9,5
carehomes,9,9,9
caravan,9,9,9
cara,9,9,9
canned,9,9,9
candlelight,9,8,8
canchildca,9,9,5
canadawide,9,9,8
cameron,9,9,9
caller,9,9,9
calculating,9,9,9
café,9,9,9
byxe,9,9,6
buzz,9,9,8
buttar,9,9,7
bussed,9,9,9
burnt,9,9,9
bureaucratheavy,9,9,9
bureaucracy,9,8,8
bunkerboytrump,9,9,8
bumbling,9,9,9
buildingforbetter,9,9,9
builder,9,8,8
bucket,9,9,9
brush,9,9,8
britannique,9,9,9
brisée,9,9,9
brisbane,9,9,8
breakingnews,9,9,7
breaker,9,9,9
brasilia,9,9,9
brandondarby,9,9,1
brake,9,9,9
brainwashing,9,9,9
braininjury,9,9,1
bragged,9,9,9
borrowing,9,8,8
boredom,9,9,8
bop,9,9,9
bookerbeatsmitch,9,9,9
boeing,9,8,8
bobzimmermp,9,9,9
bmj,9,9,9
bloque,9,9,8
bleakest,9,9,9
bk,9,9,9
bizeducator,9,9,1
bitcoin,9,9,8
bistro,9,9,9
biologist,9,9,9
billkristol,9,9,9
billet,9,9,8
bill184,9,9,8
bill156,9,9,9
bilans,9,9,6
bigotscdnpoli,9,9,9
bientôt,9,9,9
benjamin,9,8,8
beatrice,9,8,7
beaded,9,9,8
bchealth,9,9,9
bbolshevik100,9,9,1
bassaintlaurent,9,5,2
basing,9,9,9
barefoot,9,9,9
baja,9,9,8
badgersno,9,9,1
badger,9,9,9
backtowork,9,9,9
backtoschool,9,9,8
backfired,9,9,9
awe,9,9,9
avis,9,8,8
authorization,9,8,8
austria,9,9,9
attributable,9,9,9
astronomical,9,9,9
assim,9,9,9
asshat,9,8,8
assembled,9,8,8
asile,9,9,8
asiadrtedros,9,9,9
ashleyburkecbc,9,9,8
arnab,9,6,6
armées,9,9,6
armenia,9,9,8
archived,9,9,7
ar15s,9,9,9
após,9,9,4
appris,9,9,9
applauds,9,9,9
appetite,9,8,8
appellate,9,9,9
apotex,9,9,9
antidote,9,9,9
antic,9,9,9
ano,9,8,8
années,9,9,9
annoying,9,9,9
annettecann,9,9,2
annehidalgo,9,9,9
animation,9,8,8
anguished,9,9,9
anguish,9,9,9
angering,9,9,9
andyfillmorehfx,9,9,9
anc,9,7,3
anand,9,9,7
analyse,9,9,9
amygreerkalisz,9,9,5
amnesty,9,9,8
ammocrypta,9,9,1
alyssamilano,9,8,7
allin,9,9,9
aligns,9,9,9
alexismadrigal,9,9,8
alcool,9,9,6
ala,9,9,9
aktuell,9,7,1
ajoute,9,9,9
ajafarzadeh,9,9,7
ait,9,9,8
aidera,9,9,9
aident,9,9,9
ahvaz,9,9,7
againhmmm,9,9,9
afterthought,9,9,9
afrontar,9,9,6
afghan,9,9,9
affiliation,9,9,9
afectadas,9,9,5
aesthetic,9,9,9
adversely,9,8,8
adversary,9,9,9
admissibles,9,9,8
adjourn,9,9,9
adaptive,9,9,9
adamcc75,9,9,4
acecordrell,9,9,1
accumulate,9,9,9
accompany,9,9,8
academicchatter,9,9,8
abundant,9,9,9
aboutthe,9,9,9
abled,9,9,9
abkeg,9,9,9
abinnovates,9,9,8
abdocs4patients,9,9,9
9pm,9,9,9
999thebay,9,9,7
970,9,9,9
961,9,9,9
908,9,9,8
8m,9,9,9
783,9,9,8
726,9,9,9
710,9,9,8
7000000,9,8,8
600million,9,9,9
575,9,9,9
5600,9,8,8
555,9,9,9
